tourist_id,timestamp,latitude,longitude,speed_kmph,gps_accuracy_m
T000,2026-01-29 06:16:44.384525,26.909833979208972,75.78684144777056,6.11,5.38
T000,2026-01-29 06:21:44.384525,26.910171431958652,75.78706359005102,5.12,3.69
T000,2026-01-29 06:26:44.384525,26.910539019694127,75.78720342099363,12.96,6.74
T000,2026-01-29 06:31:44.384525,26.91057355619228,75.78750056017412,13.79,6.64
T000,2026-01-29 06:36:44.384525,26.910967127822786,75.78711596743297,18.19,3.56
T000,2026-01-29 06:41:44.384525,26.910611574702862,75.78749492101024,16.75,3.83
T000,2026-01-29 06:46:44.384525,26.910970983159444,75.78778930567793,7.1,9.92
T000,2026-01-29 06:51:44.384525,26.911206574057463,75.78771183452687,11.35,6.74
T000,2026-01-29 06:56:44.384525,26.910865187898338,75.78801849305137,5.91,3.87
T000,2026-01-29 07:01:44.384525,26.910865187898338,75.78801849305137,0.0,8.09
T000,2026-01-29 07:06:44.384525,26.910865187898338,75.78801849305137,0.0,3.95
T000,2026-01-29 07:11:44.384525,26.910865187898338,75.78801849305137,0.0,6.82
T000,2026-01-29 07:16:44.384525,26.910865187898338,75.78801849305137,0.0,9.93
T000,2026-01-29 07:21:44.384525,26.910865187898338,75.78801849305137,0.0,5.8
T000,2026-01-29 07:26:44.384525,26.910865187898338,75.78801849305137,0.0,3.87
T000,2026-01-29 07:31:44.384525,26.910865187898338,75.78801849305137,0.0,8.78
T000,2026-01-29 07:36:44.384525,26.910865187898338,75.78801849305137,0.0,5.4
T000,2026-01-29 07:41:44.384525,26.910865187898338,75.78801849305137,0.0,6.4
T000,2026-01-29 07:46:44.384525,26.910865187898338,75.78801849305137,0.0,6.27
T000,2026-01-29 07:51:44.384525,26.910865187898338,75.78801849305137,0.0,4.28
T000,2026-01-29 07:56:44.384525,26.910865187898338,75.78801849305137,0.0,8.03
T000,2026-01-29 08:01:44.384525,26.910865187898338,75.78801849305137,0.0,8.95
T000,2026-01-29 08:06:44.384525,26.910865187898338,75.78801849305137,0.0,7.45
T000,2026-01-29 08:11:44.384525,26.910865187898338,75.78801849305137,0.0,9.12
T000,2026-01-29 08:16:44.384525,26.910865187898338,75.78801849305137,0.0,6.75
T000,2026-01-29 08:21:44.384525,26.910865187898338,75.78801849305137,0.0,7.1
T000,2026-01-29 08:26:44.384525,26.910865187898338,75.78801849305137,0.0,7.84
T000,2026-01-29 08:31:44.384525,26.910865187898338,75.78801849305137,0.0,6.57
T000,2026-01-29 08:36:44.384525,26.910865187898338,75.78801849305137,0.0,8.81
T000,2026-01-29 08:41:44.384525,26.910865187898338,75.78801849305137,0.0,5.21
T000,2026-01-29 08:46:44.384525,26.910865187898338,75.78801849305137,0.0,5.51
T000,2026-01-29 08:51:44.384525,26.910865187898338,75.78801849305137,0.0,3.81
T000,2026-01-29 08:56:44.384525,26.910865187898338,75.78801849305137,0.0,6.06
T000,2026-01-29 09:01:44.384525,26.910865187898338,75.78801849305137,0.0,6.59
T000,2026-01-29 09:06:44.384525,26.910865187898338,75.78801849305137,0.0,6.51
T000,2026-01-29 09:11:44.384525,26.910865187898338,75.78801849305137,0.0,8.56
T000,2026-01-29 09:16:44.384525,26.910865187898338,75.78801849305137,0.0,9.74
T000,2026-01-29 09:21:44.384525,26.910865187898338,75.78801849305137,0.0,9.9
T000,2026-01-29 09:26:44.384525,26.91128636923991,75.78846015838359,12.19,7.74
T000,2026-01-29 09:31:44.384525,26.91112808696106,75.78827031072426,6.74,5.13
T000,2026-01-29 09:36:44.384525,26.911508483877636,75.78869518061994,7.58,9.63
T000,2026-01-29 09:41:44.384525,26.911374585885824,75.78877239161123,13.91,5.8
T000,2026-01-29 09:46:44.384525,26.911201226635,75.78884779243627,7.8,8.38
T000,2026-01-29 09:51:44.384525,26.910863036327044,75.78896155770839,9.46,5.75
T000,2026-01-29 09:56:44.384525,26.910785815260958,75.7889904456545,12.04,7.77
T000,2026-01-29 10:01:44.384525,26.91091824138291,75.78895009490704,16.56,6.48
T000,2026-01-29 10:06:44.384525,26.910857127020723,75.78921083060845,16.57,3.44
T000,2026-01-29 10:11:44.384525,26.910849075124965,75.78964833988354,6.2,5.74
T000,2026-01-29 10:16:44.384525,26.910899425494247,75.78957185874496,17.57,7.07
T000,2026-01-29 10:21:44.384525,26.91072230625676,75.78912973878045,8.76,7.88
T000,2026-01-29 10:26:44.384525,26.910920729426003,75.78921752643352,6.56,4.8
T000,2026-01-29 10:31:44.384525,26.91042995746669,75.78883170846534,11.78,4.81
T000,2026-01-29 10:36:44.384525,26.91043161814926,75.78836575251285,7.05,5.53
T000,2026-01-29 10:41:44.384525,26.91014490932193,75.78884338279879,10.63,9.58
T000,2026-01-29 10:46:44.384525,26.909666069000156,75.7887775481339,5.77,9.8
T000,2026-01-29 10:51:44.384525,26.909188029098804,75.78886890954169,12.06,8.12
T000,2026-01-29 10:56:44.384525,26.909173960844655,75.7892131491211,6.88,4.13
T000,2026-01-29 11:01:44.384525,26.90879487008876,75.78905434422856,10.71,3.7
T000,2026-01-29 11:06:44.384525,26.90903177944448,75.78905969923478,7.58,4.15
T000,2026-01-29 11:11:44.384525,26.908622345594882,75.7891041704559,19.73,6.13
T000,2026-01-29 11:16:44.384525,26.90885381211295,75.78922770282401,9.31,7.08
T000,2026-01-29 11:21:44.384525,26.909055597749624,75.789598791772,14.39,5.7
T000,2026-01-29 11:26:44.384525,26.90856600498062,75.7900248218349,19.59,8.25
T000,2026-01-29 11:31:44.384525,26.90851599938234,75.79002267382674,16.62,4.27
T000,2026-01-29 11:36:44.384525,26.90836356121569,75.78974491392421,19.71,5.58
T000,2026-01-29 11:41:44.384525,26.908802893906856,75.7896488469686,5.82,7.55
T000,2026-01-29 11:46:44.384525,26.909007347498886,75.78973601137521,18.31,9.36
T000,2026-01-29 11:51:44.384525,26.90894012744679,75.78931433567048,16.53,5.25
T000,2026-01-29 11:56:44.384525,26.909092787115068,75.78920413089865,17.61,8.74
T000,2026-01-29 12:01:44.384525,26.90894276118961,75.78922149487775,12.57,7.52
T000,2026-01-29 12:06:44.384525,26.908947404918212,75.78935160442467,11.7,8.86
T000,2026-01-29 12:11:44.384525,26.908829356068896,75.78962710272694,12.72,4.65
T000,2026-01-29 12:16:44.384525,26.90897495768479,75.78997882511786,9.92,5.1
T000,2026-01-29 12:21:44.384525,26.90878070827631,75.79033129196084,14.1,4.28
T000,2026-01-29 12:26:44.384525,26.90899152228129,75.79031464240981,7.43,9.27
T000,2026-01-29 12:31:44.384525,26.908884130847788,75.78984331645877,16.63,4.25
T000,2026-01-29 12:36:44.384525,26.908769848248816,75.78948562273126,8.77,7.13
T000,2026-01-29 12:41:44.384525,26.90898744882079,75.78977210458534,19.55,9.88
T000,2026-01-29 12:46:44.384525,26.90908005391985,75.78937683516082,5.42,7.07
T000,2026-01-29 12:51:44.384525,26.908727036465123,75.78965953044059,7.72,5.57
T000,2026-01-29 12:56:44.384525,26.90834102587876,75.78957217387693,16.37,3.52
T000,2026-01-29 13:01:44.384525,26.90836364207996,75.7900086900199,15.73,3.52
T000,2026-01-29 13:06:44.384525,26.908208044907674,75.78962867062977,17.34,5.89
T000,2026-01-29 13:11:44.384525,26.908340577787822,75.78944406122412,6.43,3.73
T000,2026-01-29 13:16:44.384525,26.908243119630292,75.78990060216303,10.95,5.71
T000,2026-01-29 13:21:44.384525,26.90857338088348,75.78995711619947,14.51,9.44
T000,2026-01-29 13:26:44.384525,26.908667824758133,75.79027452344921,17.04,5.67
T000,2026-01-29 13:31:44.384525,26.908237835221485,75.79016932233992,5.71,4.18
T001,2026-01-29 03:36:44.387431,26.912002491390425,75.78753868539239,9.26,4.67
T001,2026-01-29 03:41:44.387431,26.91239776592692,75.7871856822442,9.23,9.34
T001,2026-01-29 03:46:44.387431,26.912860684860103,75.78759868831295,15.87,6.3
T001,2026-01-29 03:51:44.387431,26.912945632459742,75.78794372882518,18.54,8.25
T001,2026-01-29 03:56:44.387431,26.91276489920647,75.78795778299327,9.73,8.63
T001,2026-01-29 04:01:44.387431,26.912788616748365,75.78771215678444,18.2,3.72
T001,2026-01-29 04:06:44.387431,26.912416154895176,75.78809789782204,13.65,6.35
T001,2026-01-29 04:11:44.387431,26.912196884657416,75.78792374833878,9.16,5.81
T001,2026-01-29 04:16:44.387431,26.91266847809956,75.78793968650167,9.82,6.04
T001,2026-01-29 04:21:44.387431,26.912397246167345,75.78830475042732,17.05,5.49
T001,2026-01-29 04:26:44.387431,26.912799835062078,75.78798346189211,17.93,9.44
T001,2026-01-29 04:31:44.387431,26.913199042720244,75.78797742603889,12.45,5.31
T001,2026-01-29 04:36:44.387431,26.913302200415753,75.78747892023654,18.1,5.38
T001,2026-01-29 04:41:44.387431,26.913185186489187,75.78717512145761,6.74,7.52
T001,2026-01-29 04:46:44.387431,26.912999832241958,75.78755491179344,17.4,9.76
T001,2026-01-29 04:51:44.387431,26.913080881854167,75.78706471181094,9.31,3.44
T001,2026-01-29 04:56:44.387431,26.9133823218122,75.78703642993158,11.77,6.35
T001,2026-01-29 05:01:44.387431,26.91296609501599,75.78743089247183,10.89,8.44
T001,2026-01-29 05:06:44.387431,26.91306978499403,75.78759421019795,13.01,7.42
T001,2026-01-29 05:11:44.387431,26.913451935139467,75.78802859128707,5.03,4.63
T001,2026-01-29 05:16:44.387431,26.913245912325273,75.788176774673,18.17,6.01
T001,2026-01-29 05:21:44.387431,26.9128544028696,75.78837934750806,8.5,4.03
T001,2026-01-29 05:26:44.387431,26.912569269492934,75.7883733548894,16.28,3.37
T001,2026-01-29 05:31:44.387431,26.912459798159734,75.78881068136906,15.75,7.52
T001,2026-01-29 05:36:44.387431,26.912428707600228,75.788580114911,7.21,8.24
T001,2026-01-29 05:41:44.387431,26.91245930866204,75.78842408624563,10.35,4.22
T001,2026-01-29 05:46:44.387431,26.91201539209063,75.78853457239886,11.04,5.95
T001,2026-01-29 05:51:44.387431,26.91163668036578,75.78809845766634,10.1,8.76
T001,2026-01-29 05:56:44.387431,26.911394615579418,75.78808652717863,11.62,6.76
T001,2026-01-29 06:01:44.387431,26.911754649787014,75.78769372993943,5.56,5.69
T001,2026-01-29 06:06:44.387431,26.911811396941825,75.78743203845504,19.06,9.32
T001,2026-01-29 06:11:44.387431,26.911717764386278,75.78743205952806,17.59,9.5
T001,2026-01-29 06:16:44.387431,26.911415646260455,75.78782548472886,19.68,6.48
T001,2026-01-29 06:21:44.387431,26.911279006112217,75.78760281439246,5.06,4.01
T001,2026-01-29 06:26:44.387431,26.911485396220108,75.78761682493129,15.04,4.52
T001,2026-01-29 06:31:44.387431,26.91190213990253,75.78769393281368,18.11,8.59
T001,2026-01-29 06:36:44.387431,26.91200315356835,75.7879058370776,12.13,7.76
T001,2026-01-29 06:41:44.387431,26.9115904588056,75.78812839201481,13.92,5.63
T001,2026-01-29 06:46:44.387431,26.911493623144132,75.78796474564241,18.06,8.28
T001,2026-01-29 06:51:44.387431,26.911693561681794,75.78759578032408,12.14,7.97
T001,2026-01-29 06:56:44.387431,26.911689408505243,75.78749861198874,7.65,3.87
T001,2026-01-29 07:01:44.387431,26.911414040678103,75.78732931319054,5.56,3.53
T001,2026-01-29 07:06:44.387431,26.911617800779226,75.78695778578769,5.37,8.1
T001,2026-01-29 07:11:44.387431,26.91182642148533,75.7874121602115,13.4,7.09
T001,2026-01-29 07:16:44.387431,26.9118749496775,75.78773489166349,7.7,9.13
T001,2026-01-29 07:21:44.387431,26.911538706253207,75.787600942215,10.36,6.04
T001,2026-01-29 07:26:44.387431,26.911494878342257,75.78721382528796,16.89,3.19
T001,2026-01-29 07:31:44.387431,26.91188088579372,75.7873218887968,14.42,6.52
T001,2026-01-29 07:36:44.387431,26.912289539446263,75.78746576749383,15.57,8.59
T001,2026-01-29 07:41:44.387431,26.912169419968475,75.78773942844498,18.03,5.55
T001,2026-01-29 07:46:44.387431,26.91265244139223,75.78802328228984,11.06,7.45
T001,2026-01-29 07:51:44.387431,26.913087149999228,75.78829440806966,10.12,5.6
T001,2026-01-29 07:56:44.387431,26.912820528325135,75.78787023238988,15.73,7.03
T001,2026-01-29 08:01:44.387431,26.912679064245122,75.78747063492001,15.08,8.11
T001,2026-01-29 08:06:44.387431,26.912529396939824,75.78740667081318,9.74,6.41
T001,2026-01-29 08:11:44.387431,26.912744456791845,75.7878620022225,11.87,7.62
T001,2026-01-29 08:16:44.387431,26.912887923143867,75.78800795783246,8.01,7.63
T001,2026-01-29 08:21:44.387431,26.913170820364282,75.78818665716014,13.63,4.26
T001,2026-01-29 08:26:44.387431,26.912850737865206,75.78773560094147,11.38,4.09
T001,2026-01-29 08:31:44.387431,26.912618436898974,75.78733318105982,5.14,4.6
T001,2026-01-29 08:36:44.387431,26.912630236120744,75.78717440898988,13.13,8.56
T001,2026-01-29 08:41:44.387431,26.912732369877567,75.78710522982485,9.42,9.82
T001,2026-01-29 08:46:44.387431,26.912842794888842,75.78716871043767,11.25,7.81
T001,2026-01-29 08:51:44.387431,26.912992503434538,75.78752761381047,10.62,3.76
T001,2026-01-29 08:56:44.387431,26.912733996856037,75.78711310783754,14.14,6.79
T001,2026-01-29 09:01:44.387431,26.912674045717583,75.78713966041111,6.85,4.61
T001,2026-01-29 09:06:44.387431,26.91283535912415,75.78761392712747,12.26,4.66
T001,2026-01-29 09:11:44.387431,26.912874980237987,75.78748438861359,13.03,3.36
T001,2026-01-29 09:16:44.387431,26.912453775596,75.78795515677268,5.29,4.5
T001,2026-01-29 09:21:44.387431,26.912098399037024,75.78817811536456,7.6,5.38
T001,2026-01-29 09:26:44.387431,26.91177277956615,75.78796865029261,16.92,7.69
T001,2026-01-29 09:31:44.387431,26.911420423100907,75.78824244466736,11.38,5.77
T001,2026-01-29 09:36:44.387431,26.911460193309342,75.78824531691212,9.35,4.91
T001,2026-01-29 09:41:44.387431,26.91193525995695,75.78850421050664,11.05,7.25
T001,2026-01-29 09:46:44.387431,26.912092689376266,75.78888081275059,10.31,3.73
T001,2026-01-29 09:51:44.387431,26.912284712054596,75.7889395192402,7.29,7.45
T001,2026-01-29 09:56:44.387431,26.91276496566722,75.78914677661186,5.92,3.03
T001,2026-01-29 10:01:44.387431,26.912857209451253,75.78868972245814,7.35,7.43
T001,2026-01-29 10:06:44.387431,26.912388155039615,75.78883534117433,11.59,6.71
T001,2026-01-29 10:11:44.387431,26.91193919887313,75.78893363401967,7.19,4.55
T001,2026-01-29 10:16:44.387431,26.912109163128775,75.78849600374114,15.31,3.36
T001,2026-01-29 10:21:44.387431,26.912558676100502,75.78828027162257,9.94,8.91
T001,2026-01-29 10:26:44.387431,26.91253610433125,75.78779188990524,14.46,7.18
T001,2026-01-29 10:31:44.387431,26.912961132617042,75.78822730733106,10.44,6.66
T001,2026-01-29 10:36:44.387431,26.91271943134352,75.7881345082286,12.47,8.85
T001,2026-01-29 10:41:44.387431,26.91300265407848,75.78828402250635,17.8,7.2
T001,2026-01-29 10:46:44.387431,26.91282725833443,75.78795371281336,19.45,9.55
T001,2026-01-29 10:51:44.387431,26.9132726012092,75.78773182138625,11.49,9.59
T001,2026-01-29 10:56:44.387431,26.913686586242196,75.78807977536358,8.3,6.08
T001,2026-01-29 11:01:44.387431,26.91408263700395,75.78852736212912,9.85,3.41
T001,2026-01-29 11:06:44.387431,26.914235899820106,75.7886131086413,12.63,3.28
T002,2026-01-29 03:36:44.388431,26.91233605229076,75.78715450600336,9.5,7.38
T002,2026-01-29 03:41:44.388431,26.912660162905095,75.78741440935565,15.21,9.04
T002,2026-01-29 03:46:44.388431,26.913128676860147,75.78785450821796,10.9,7.17
T002,2026-01-29 03:51:44.388431,26.913554075317617,75.78812815310373,15.06,4.73
T002,2026-01-29 03:56:44.388431,26.91311121010078,75.78803293453511,6.39,9.33
T002,2026-01-29 04:01:44.388431,26.91262670797434,75.78779458697989,16.47,3.21
T002,2026-01-29 04:06:44.388431,26.91293470262245,75.78816628519576,18.24,9.92
T002,2026-01-29 04:11:44.388431,26.912577281410087,75.78838892230128,16.61,8.9
T002,2026-01-29 04:16:44.388431,26.91281835137228,75.78821768118975,14.32,4.66
T002,2026-01-29 04:21:44.388431,26.913218547431043,75.78871308099144,14.6,5.24
T002,2026-01-29 04:26:44.388431,26.913377103838393,75.78831229006393,6.99,7.86
T002,2026-01-29 04:31:44.388431,26.913476570543068,75.78831961200773,10.5,6.83
T002,2026-01-29 04:36:44.388431,26.913614130987877,75.78816409847036,18.94,5.63
T002,2026-01-29 04:41:44.388431,26.913753227229154,75.78788944191432,12.46,8.63
T002,2026-01-29 04:46:44.388431,26.91415944040893,75.78835754529267,18.56,5.84
T002,2026-01-29 04:51:44.388431,26.914263075667176,75.78843425976817,18.41,7.6
T002,2026-01-29 04:56:44.388431,26.91462999049971,75.78828923429508,12.76,3.86
T002,2026-01-29 05:01:44.388431,26.915081077443308,75.78868128113817,10.42,3.73
T002,2026-01-29 05:06:44.388431,26.915378418725428,75.788397006026,13.72,9.15
T002,2026-01-29 05:11:44.388431,26.915375411073395,75.78804489344262,13.82,7.33
T002,2026-01-29 05:16:44.388431,26.91501092014019,75.78778543427327,13.22,7.78
T002,2026-01-29 05:21:44.388431,26.914589982120713,75.78762985199756,10.02,8.32
T002,2026-01-29 05:26:44.388431,26.914738113974856,75.78757572463022,13.79,6.49
T002,2026-01-29 05:31:44.388431,26.914517554758696,75.78717485164827,17.74,9.93
T002,2026-01-29 05:36:44.388431,26.91417202669098,75.78690848605765,15.85,4.17
T002,2026-01-29 05:41:44.388431,26.91417482304534,75.78651641589671,14.91,7.7
T002,2026-01-29 05:46:44.388431,26.91385989671592,75.78641247375505,15.09,3.27
T002,2026-01-29 05:51:44.388431,26.913957255016047,75.78636311438292,10.38,5.41
T002,2026-01-29 05:56:44.388431,26.91374076648521,75.78681706427653,15.51,9.81
T002,2026-01-29 06:01:44.388431,26.91419819589265,75.78673268306626,11.27,4.03
T002,2026-01-29 06:06:44.388431,26.914317979705682,75.78626140127263,13.58,3.68
T002,2026-01-29 06:11:44.388431,26.91416914233128,75.78637645934403,6.31,5.65
T002,2026-01-29 06:16:44.388431,26.914472392701928,75.78658314664018,18.42,7.67
T002,2026-01-29 06:21:44.388431,26.914785491260638,75.78641620194992,19.81,6.86
T002,2026-01-29 06:26:44.388431,26.91484461522573,75.78673448582887,10.4,9.98
T002,2026-01-29 06:31:44.388431,26.91468932003328,75.78715308491238,12.18,5.88
T002,2026-01-29 06:36:44.388431,26.914678606727193,75.78719885547987,19.26,9.77
T002,2026-01-29 06:41:44.388431,26.9147251510634,75.78679761812502,13.47,9.53
T002,2026-01-29 06:46:44.388431,26.914668960498943,75.78688428064662,13.32,7.22
T002,2026-01-29 06:51:44.388431,26.914487090281504,75.78726125299455,12.67,3.75
T002,2026-01-29 06:56:44.388431,26.914038030543956,75.78684470329891,16.57,4.36
T002,2026-01-29 07:01:44.388431,26.914338289443936,75.78679063984409,14.54,8.46
T002,2026-01-29 07:06:44.388431,26.914319382087367,75.78724029985496,17.32,9.95
T002,2026-01-29 07:11:44.388431,26.914707716068783,75.78718826544446,15.01,8.28
T002,2026-01-29 07:16:44.388431,26.914618237503003,75.78739732166812,9.92,5.15
T002,2026-01-29 07:21:44.388431,26.914316529080015,75.7871822868954,9.79,7.89
T002,2026-01-29 07:26:44.388431,26.914734466789504,75.78741596945115,9.05,4.54
T002,2026-01-29 07:31:44.388431,26.914365520408406,75.78727137429195,10.51,9.31
T002,2026-01-29 07:36:44.388431,26.914664842092463,75.78723768882844,6.79,9.28
T002,2026-01-29 07:41:44.388431,26.91455077477506,75.78741996985973,17.61,9.73
T002,2026-01-29 07:46:44.388431,26.914632946317496,75.78752493884859,19.77,9.08
T002,2026-01-29 07:51:44.388431,26.91478086401413,75.78727879311143,16.78,5.97
T002,2026-01-29 07:56:44.388431,26.914469569883654,75.7876496514624,9.07,3.48
T002,2026-01-29 08:01:44.388431,26.914939173285163,75.78776208672453,5.82,6.29
T002,2026-01-29 08:06:44.388431,26.914652255434188,75.78790695311757,18.55,5.57
T002,2026-01-29 08:11:44.388431,26.914403683616904,75.78836299837857,16.86,4.54
T002,2026-01-29 08:16:44.388431,26.91454800584749,75.78808491485299,15.6,3.26
T002,2026-01-29 08:21:44.388431,26.914989572824414,75.78823937587894,16.27,8.88
T002,2026-01-29 08:26:44.388431,26.914992787590172,75.78788584603507,11.73,7.58
T002,2026-01-29 08:31:44.388431,26.914536528826222,75.78811788813194,11.3,4.75
T002,2026-01-29 08:36:44.388431,26.914927196192984,75.78855428511653,8.01,5.17
T002,2026-01-29 08:41:44.388431,26.914686652606868,75.78843467785883,8.62,5.29
T002,2026-01-29 08:46:44.388431,26.914323711093736,75.78809934825986,5.78,4.96
T002,2026-01-29 08:51:44.388431,26.914743776255467,75.78843946814577,17.14,9.69
T002,2026-01-29 08:56:44.388431,26.915219951449906,75.78863360127347,5.24,8.14
T002,2026-01-29 09:01:44.388431,26.91491605407974,75.78881786056292,16.87,4.56
T002,2026-01-29 09:06:44.388431,26.914541975058327,75.78888502944223,13.82,6.54
T002,2026-01-29 09:11:44.388431,26.91480876061556,75.78850781807151,9.11,5.61
T002,2026-01-29 09:16:44.388431,26.914657103963336,75.78833321163475,6.3,3.45
T002,2026-01-29 09:21:44.388431,26.914802252803895,75.78860673934416,9.03,4.58
T002,2026-01-29 09:26:44.388431,26.9149464411862,75.78858621787835,16.83,7.79
T002,2026-01-29 09:31:44.388431,26.914767437265546,75.78901603870641,5.86,6.45
T002,2026-01-29 09:36:44.388431,26.914887405092603,75.78900200720362,18.89,8.24
T002,2026-01-29 09:41:44.388431,26.915373207205448,75.78874767287988,16.74,7.44
T002,2026-01-29 09:46:44.388431,26.915220068302634,75.78839549522732,6.32,7.43
T002,2026-01-29 09:51:44.388431,26.915205346266887,75.78875547472771,17.18,7.61
T002,2026-01-29 09:56:44.388431,26.915681387762866,75.78860057706574,14.1,9.21
T002,2026-01-29 10:01:44.388431,26.915659757050886,75.78814137463189,17.78,9.95
T002,2026-01-29 10:06:44.388431,26.916028385985083,75.78821574661403,13.19,9.76
T002,2026-01-29 10:11:44.388431,26.916375686825248,75.78853826047268,15.01,7.27
T002,2026-01-29 10:16:44.388431,26.916795795743244,75.78866927616428,9.72,5.03
T002,2026-01-29 10:21:44.388431,26.917039325991706,75.78829615706483,12.21,6.99
T002,2026-01-29 10:26:44.388431,26.916549668208358,75.78840962985204,6.87,9.97
T002,2026-01-29 10:31:44.388431,26.91694273296416,75.78877977400074,14.5,8.88
T002,2026-01-29 10:36:44.388431,26.91701913588766,75.78912574611515,9.87,6.0
T002,2026-01-29 10:41:44.388431,26.917507780565057,75.78914956964215,8.11,8.77
T002,2026-01-29 10:46:44.388431,26.91749057311037,75.78879079580888,17.38,4.14
T002,2026-01-29 10:51:44.388431,26.917480652350132,75.78912468517838,5.17,8.24
T002,2026-01-29 10:56:44.388431,26.917219593531527,75.78949993858913,5.69,4.79
T002,2026-01-29 11:01:44.388431,26.917557496415046,75.78908696828877,14.53,3.9
T002,2026-01-29 11:06:44.388431,26.917335465632668,75.78910797428304,15.24,9.05
T002,2026-01-29 11:11:44.388431,26.9168568819717,75.78948724845345,5.66,7.79
T002,2026-01-29 11:16:44.388431,26.917092949501527,75.78953444886282,6.48,4.12
T002,2026-01-29 11:21:44.388431,26.917327818503242,75.78959156062928,11.82,9.6
T002,2026-01-29 11:26:44.388431,26.91688551156273,75.78959039740761,14.05,8.21
T002,2026-01-29 11:31:44.388431,26.916544853309183,75.78957241959701,13.42,6.55
T002,2026-01-29 11:36:44.388431,26.916393278605764,75.78991562202515,17.57,6.05
T002,2026-01-29 11:41:44.388431,26.916619798480962,75.78973747374665,6.4,7.32
T002,2026-01-29 11:46:44.388431,26.917094711018972,75.78939090020297,11.84,3.19
T002,2026-01-29 11:51:44.388431,26.91703943699795,75.78947919923407,5.27,4.93
T002,2026-01-29 11:56:44.388431,26.916582875643286,75.78966617379899,15.47,4.31
T002,2026-01-29 12:01:44.388431,26.916709828400304,75.78989892114777,16.32,3.97
T002,2026-01-29 12:06:44.388431,26.916951146214974,75.79015514080342,8.77,7.1
T002,2026-01-29 12:11:44.388431,26.917429513937424,75.79028222083983,6.63,8.28
T002,2026-01-29 12:16:44.388431,26.91709179259256,75.78984018564951,15.93,6.16
T002,2026-01-29 12:21:44.388431,26.91712194253286,75.7895149866514,6.74,3.94
T002,2026-01-29 12:26:44.388431,26.917249799992682,75.78919527105552,8.8,3.62
T002,2026-01-29 12:31:44.388431,26.917195901813823,75.78931156282948,10.3,6.68
T002,2026-01-29 12:36:44.388431,26.91676543807143,75.78884405092664,5.96,5.09
T002,2026-01-29 12:41:44.388431,26.916451878864578,75.78909368140346,17.15,5.21
T002,2026-01-29 12:46:44.388431,26.915960998192887,75.78949292497782,16.52,3.59
T002,2026-01-29 12:51:44.388431,26.916360784083643,75.78906895888419,14.5,5.19
T002,2026-01-29 12:56:44.388431,26.916744003735467,75.78885381298385,19.34,3.39
